"","x"
"11482","Rps16"
"11483","Rps17"
"11484","Rps18"
"11485","Rps18-ps3"
"11486","Rps19"
"11487","Rps19bp1"
"11488","Rps2"
"11489","Rps2-ps10"
"11490","Rps2-ps6"
"11491","Rps20"
"11492","Rps21"
"11493","Rps23"
"11494","Rps24"
"11495","Rps25"
"11496","Rps26"
"11497","Rps26-ps1"
"11498","Rps27"
"11499","Rps27a"
"11500","Rps27l"
"11501","Rps28"
"11502","Rps29"
"11503","Rps3"
"11504","Rps3a1"
"11505","Rps3a2"
"11506","Rps3a3"
"11507","Rps4x"
"11508","Rps4y2"
"11509","Rps5"
"11510","Rps6"
"11511","Rps6ka1"
"11512","Rps6ka2"
"11513","Rps6ka3"
"11514","Rps6ka4"
"11515","Rps6ka5"
"11516","Rps6kb1"
"11517","Rps6kb2"
"11518","Rps6kc1"
"11519","Rps7"
"11520","Rps8"
"11521","Rps9"
"11522","Rpsa"
"11523","Rpsa-ps10"
"11524","Rptor"
"11525","Rpusd1"
"11526","Rpusd3"
"11527","Rpusd4"
"11528","Rqcd1"
"11529","Rrad"
"11530","Rraga"
"11531","Rragc"
"11532","Rragd"
"11533","Rras"
"11534","Rras2"
"11535","Rrbp1"
"11536","Rreb1"
"11537","Rrm1"
"11538","Rrm2"
"11539","Rrm2b"
"11540","Rrn3"
"11541","Rrnad1"
"11542","Rrp1"
"11543","Rrp12"
"11544","Rrp15"
"11545","Rrp1b"
"11546","Rrp36"
"11547","Rrp7a"
"11548","Rrp8"
"11549","Rrp9"
"11550","Rrs1"
"11551","Rsad2"
"11552","Rsbn1"
"11553","Rsbn1l"
"11554","Rsf1"
"11555","Rsg1"
"11556","Rsl1"
"11557","Rsl1d1"
"11558","Rsl24d1"
"11559","Rsph1"
"11560","Rsph10b"
"11561","Rsph3a"
"11562","Rsph3b"
"11563","Rsph4a"
"11564","Rsph9"
"11565","Rspo1"
"11566","Rspo3"
"11567","Rspry1"
"11568","Rsrc1"
"11569","Rsrc2"
"11570","Rsu1"
"11571","Rtca"
"11572","Rtcb"
"11573","Rtdr1"
"11574","Rtel1"
"11575","Rtf1"
"11576","Rtfdc1"
"11577","Rtkn"
"11578","Rtkn2"
"11579","Rtn1"
"11580","Rtn2"
"11581","Rtn3"
"11582","Rtn4"
"11583","Rtn4ip1"
"11584","Rtn4rl1"
"11585","Rtp3"
"11586","Rtp4"
"11587","Rttn"
"11588","Rufy1"
"11589","Rufy2"
"11590","Rufy3"
"11591","Rufy4"
"11592","Rundc1"
"11593","Rundc3a"
"11594","Rundc3b"
"11595","Runx1"
"11596","Runx2"
"11597","Runx3"
"11598","Rusc1"
"11599","Rusc2"
"11600","Ruvbl1"
"11601","Ruvbl2"
"11602","Rwdd1"
"11603","Rwdd2b"
"11604","Rwdd3"
"11605","Rwdd4a"
"11606","Rxfp4"
"11607","Rxra"
"11608","Rxrb"
"11609","Rybp"
"11610","Ryk"
"11611","Ryr1"
"11612","Ryr2"
"11613","S100a1"
"11614","S100a10"
"11615","S100a11"
"11616","S100a13"
"11617","S100a14"
"11618","S100a16"
"11619","S100a2"
"11620","S100a4"
"11621","S100a6"
"11622","S100a7a"
"11623","S100a8"
"11624","S100a9"
"11625","S100b"
"11626","S100g"
"11627","S100pbp"
"11628","S1pr1"
"11629","S1pr2"
"11630","S1pr4"
"11631","S1pr5"
"11632","Saa3"
"11633","Saal1"
"11634","Sac3d1"
"11635","Sacm1l"
"11636","Sacs"
"11637","Sae1"
"11638","Safb"
"11639","Safb2"
"11640","Sag"
"11641","Sall2"
"11642","Samd1"
"11643","Samd10"
"11644","Samd11"
"11645","Samd12"
"11646","Samd13"
"11647","Samd14"
"11648","Samd15"
"11649","Samd3"
"11650","Samd4"
"11651","Samd4b"
"11652","Samd5"
"11653","Samd8"
"11654","Samd9l"
"11655","Samhd1"
"11656","Samm50"
"11657","Samsn1"
"11658","Sap130"
"11659","Sap18"
"11660","Sap30"
"11661","Sap30bp"
"11662","Sap30l"
"11663","Sapcd1"
"11664","Sar1a"
"11665","Sar1b"
"11666","Sardh"
"11667","Sarnp"
"11668","Sars"
"11669","Sars2"
"11670","Sart1"
"11671","Sart3"
"11672","Sash1"
"11673","Sash3"
"11674","Sass6"
"11675","Sat1"
"11676","Satb1"
"11677","Sav1"
"11678","Saysd1"
"11679","Sbds"
"11680","Sbf1"
"11681","Sbf2"
"11682","Sbk1"
"11683","Sbno1"
"11684","Sbno2"
"11685","Sbsn"
"11686","Sc4mol"
"11687","Sc5d"
"11688","Scaf1"
"11689","Scaf11"
"11690","Scaf4"
"11691","Scaf8"
"11692","Scai"
"11693","Scamp1"
"11694","Scamp2"
"11695","Scamp3"
"11696","Scamp5"
"11697","Scand1"
"11698","Scap"
"11699","Scaper"
"11700","Scara3"
"11701","Scara5"
"11702","Scarb1"
"11703","Scarb2"
"11704","Scarf1"
"11705","Scarf2"
"11706","Scarna2"
"11707","Sccpdh"
"11708","Scd1"
"11709","Scd2"
"11710","Scel"
"11711","Scfd1"
"11712","Scfd2"
"11713","Scgb1a1"
"11714","Scgb1c1"
"11715","Scgb3a1"
"11716","Scgb3a2"
"11717","Schip1"
"11718","Scimp"
"11719","Scin"
"11720","Sclt1"
"11721","Scly"
"11722","Scmh1"
"11723","Scml4"
"11724","Scn1b"
"11725","Scn3a"
"11726","Scn3b"
"11727","Scn5a"
"11728","Scn7a"
"11729","Scn8a"
"11730","Scnm1"
"11731","Scnn1a"
"11732","Scnn1b"
"11733","Scnn1g"
"11734","Sco1"
"11735","Sco2"
"11736","Scoc"
"11737","Scp2"
"11738","Scpep1"
"11739","Scrg1"
"11740","Scrib"
"11741","Scrn1"
"11742","Scrn2"
"11743","Scrn3"
"11744","Scube1"
"11745","Scube3"
"11746","Scyl1"
"11747","Scyl2"
"11748","Scyl3"
"11749","Sdad1"
"11750","Sdc1"
"11751","Sdc2"
"11752","Sdc3"
"11753","Sdc4"
"11754","Sdcbp"
"11755","Sdcbp2"
"11756","Sdccag3"
"11757","Sdccag8"
"11758","Sde2"
"11759","Sdf2"
"11760","Sdf2l1"
"11761","Sdf4"
"11762","Sdha"
"11763","Sdhaf1"
"11764","Sdhaf2"
"11765","Sdhb"
"11766","Sdhc"
"11767","Sdhd"
"11768","Sdk2"
"11769","Sdpr"
"11770","Sdr39u1"
"11771","Sdr42e1"
"11772","Sec11a"
"11773","Sec11c"
"11774","Sec13"
"11775","Sec14l1"
"11776","Sec14l2"
"11777","Sec14l3"
"11778","Sec14l4"
"11779","Sec14l5"
"11780","Sec16a"
"11781","Sec22a"
"11782","Sec22b"
"11783","Sec23a"
"11784","Sec23b"
"11785","Sec23ip"
"11786","Sec24a"
"11787","Sec24b"
"11788","Sec24c"
"11789","Sec24d"
"11790","Sec31a"
"11791","Sec61a1"
"11792","Sec61a2"
"11793","Sec61b"
"11794","Sec61g"
"11795","Sec62"
"11796","Sec63"
"11797","Secisbp2"
"11798","Secisbp2l"
"11799","Seh1l"
"11800","Sel1l"
"11801","Sel1l3"
"11802","Selenbp1"
"11803","Selenbp2"
"11804","Selk"
"11805","Sell"
"11806","Selm"
"11807","Selo"
"11808","Selp"
"11809","Selplg"
"11810","Selrc1"
"11811","Selt"
"11812","Sema3a"
"11813","Sema3b"
"11814","Sema3c"
"11815","Sema3d"
"11816","Sema3e"
"11817","Sema3f"
"11818","Sema3g"
"11819","Sema4a"
"11820","Sema4b"
"11821","Sema4c"
"11822","Sema4d"
"11823","Sema4f"
"11824","Sema4g"
"11825","Sema5a"
"11826","Sema6a"
"11827","Sema6b"
"11828","Sema6d"
"11829","Sema7a"
"11830","Senp1"
"11831","Senp2"
"11832","Senp3"
"11833","Senp5"
"11834","Senp6"
"11835","Senp7"
"11836","Sep15"
"11837","Sephs1"
"11838","Sephs2"
"11839","Sepn1"
"11840","Sepp1"
"11841","Sepsecs"
"11842","Sept1"
"11843","Sept10"
"11844","Sept11"
"11845","Sept2"
"11846","Sept3"
"11847","Sept4"
"11848","Sept5"
"11849","Sept6"
"11850","Sept7"
"11851","Sept8"
"11852","Sept9"
"11853","Sepw1"
"11854","Serac1"
"11855","Serbp1"
"11856","Serf1"
"11857","Serf2"
"11858","Sergef"
"11859","Serhl"
"11860","Serinc1"
"11861","Serinc2"
"11862","Serinc3"
"11863","Serinc4"
"11864","Serinc5"
"11865","Serp1"
"11866","Serp2"
"11867","Serpina3f"
"11868","Serpina3g"
"11869","Serpina3n"
"11870","Serpina9"
"11871","Serpinb10"
"11872","Serpinb1a"
"11873","Serpinb1b"
"11874","Serpinb2"
"11875","Serpinb6a"
"11876","Serpinb6b"
"11877","Serpinb6e"
"11878","Serpinb8"
"11879","Serpinb9"
"11880","Serpinb9b"
"11881","Serpind1"
"11882","Serpine1"
"11883","Serpine2"
"11884","Serpinf1"
"11885","Serpinf2"
"11886","Serping1"
"11887","Serpinh1"
"11888","Serpini1"
"11889","Sertad1"
"11890","Sertad2"
"11891","Sertad3"
"11892","Sertad4"
"11893","Sesn1"
"11894","Sesn2"
"11895","Sesn3"
"11896","Sestd1"
"11897","Set"
"11898","Setbp1"
"11899","Setd1a"
"11900","Setd1b"
"11901","Setd2"
"11902","Setd3"
"11903","Setd4"
"11904","Setd5"
"11905","Setd6"
"11906","Setd7"
"11907","Setd8"
"11908","Setdb1"
"11909","Setdb2"
"11910","Setmar"
"11911","Setx"
"11912","Sf1"
"11913","Sf3a1"
"11914","Sf3a2"
"11915","Sf3a3"
"11916","Sf3b1"
"11917","Sf3b2"
"11918","Sf3b3"
"11919","Sf3b4"
"11920","Sf3b5"
"11921","Sfi1"
"11922","Sfmbt1"
"11923","Sfmbt2"
"11924","Sfn"
"11925","Sfpq"
"11926","Sfr1"
"11927","Sfrp1"
"11928","Sfrp2"
"11929","Sfrs18"
"11930","Sfswap"
"11931","Sft2d1"
"11932","Sft2d2"
"11933","Sft2d3"
"11934","Sfta2"
"11935","Sftpa1"
"11936","Sftpb"
"11937","Sftpc"
"11938","Sftpd"
"11939","Sfxn1"
"11940","Sfxn2"
"11941","Sfxn3"
"11942","Sfxn4"
"11943","Sfxn5"
"11944","Sgcb"
"11945","Sgce"
"11946","Sgip1"
"11947","Sgk1"
"11948","Sgk3"
"11949","Sgms1"
"11950","Sgms2"
"11951","Sgol1"
"11952","Sgol2"
"11953","Sgpl1"
"11954","Sgpp1"
"11955","Sgpp2"
"11956","Sgsh"
"11957","Sgsm1"
"11958","Sgsm2"
"11959","Sgsm3"
"11960","Sgta"
"11961","Sgtb"
"11962","Sh2b1"
"11963","Sh2b3"
"11964","Sh2d1a"
"11965","Sh2d1b1"
"11966","Sh2d2a"
"11967","Sh2d3c"
"11968","Sh2d4a"
"11969","Sh2d4b"
"11970","Sh2d5"
"11971","Sh3bgr"
"11972","Sh3bgrl"
"11973","Sh3bgrl2"
"11974","Sh3bgrl3"
"11975","Sh3bp1"
"11976","Sh3bp2"
"11977","Sh3bp4"
"11978","Sh3bp5"
"11979","Sh3bp5l"
"11980","Sh3d19"
"11981","Sh3d21"
"11982","Sh3gl1"
"11983","Sh3gl2"
"11984","Sh3glb1"
"11985","Sh3glb2"
"11986","Sh3kbp1"
"11987","Sh3pxd2a"
"11988","Sh3pxd2b"
"11989","Sh3rf1"
"11990","Sh3rf2"
"11991","Sh3rf3"
"11992","Sh3tc1"
"11993","Sh3yl1"
"11994","Shank2"
"11995","Shank3"
"11996","Sharpin"
"11997","Shb"
"11998","Shc1"
"11999","Shc4"
"12000","Shcbp1"
"12001","Shcbp1l"
"12002","Shd"
"12003","She"
"12004","Shfm1"
"12005","Shh"
"12006","Shisa2"
"12007","Shisa3"
"12008","Shisa4"
"12009","Shisa5"
"12010","Shkbp1"
"12011","Shmt1"
"12012","Shmt2"
"12013","Shoc2"
"12014","Shpk"
"12015","Shprh"
"12016","Shq1"
"12017","Shroom1"
"12018","Shroom2"
"12019","Shroom3"
"12020","Shroom4"
"12021","Siae"
"12022","Siah1a"
"12023","Siah2"
"12024","Sidt1"
"12025","Sidt2"
"12026","Sigirr"
"12027","Siglec5"
"12028","Siglece"
"12029","Siglecg"
"12030","Siglech"
"12031","Sigmar1"
"12032","Sik1"
"12033","Sik2"
"12034","Sik3"
"12035","Sike1"
"12036","Sil1"
"12037","Simc1"
"12038","Sin3a"
"12039","Sin3b"
"12040","Sipa1"
"12041","Sipa1l1"
"12042","Sipa1l2"
"12043","Sipa1l3"
"12044","Sirpa"
"12045","Sirpb1a"
"12046","Sirpb1b"
"12047","Sirpb1c"
"12048","Sirt1"
"12049","Sirt2"
"12050","Sirt3"
"12051","Sirt4"
"12052","Sirt5"
"12053","Sirt6"
"12054","Sirt7"
"12055","Sit1"
"12056","Siva1"
"12057","Six1"
"12058","Six4"
"12059","Six5"
"12060","Ska2"
"12061","Skap1"
"12062","Skap2"
"12063","Ski"
"12064","Skida1"
"12065","Skil"
"12066","Skint3"
"12067","Skiv2l"
"12068","Skiv2l2"
"12069","Skp1a"
"12070","Sla"
"12071","Sla2"
"12072","Slain1"
"12073","Slain2"
"12074","Slamf1"
"12075","Slamf6"
"12076","Slamf7"
"12077","Slamf8"
"12078","Slamf9"
"12079","Slbp"
"12080","Slc10a3"
"12081","Slc10a5"
"12082","Slc10a6"
"12083","Slc10a7"
"12084","Slc11a1"
"12085","Slc11a2"
"12086","Slc12a2"
"12087","Slc12a4"
"12088","Slc12a6"
"12089","Slc12a7"
"12090","Slc12a9"
"12091","Slc13a2"
"12092","Slc13a3"
"12093","Slc14a1"
"12094","Slc15a1"
"12095","Slc15a2"
"12096","Slc15a3"
"12097","Slc15a4"
"12098","Slc16a1"
"12099","Slc16a10"
"12100","Slc16a11"
"12101","Slc16a12"
"12102","Slc16a13"
"12103","Slc16a14"
"12104","Slc16a2"
"12105","Slc16a3"
"12106","Slc16a4"
"12107","Slc16a6"
"12108","Slc16a7"
"12109","Slc16a9"
"12110","Slc17a5"
"12111","Slc17a9"
"12112","Slc18a1"
"12113","Slc18a2"
"12114","Slc18b1"
"12115","Slc19a1"
"12116","Slc19a2"
"12117","Slc19a3"
"12118","Slc1a1"
"12119","Slc1a2"
"12120","Slc1a3"
"12121","Slc1a4"
"12122","Slc1a5"
"12123","Slc20a1"
"12124","Slc20a2"
"12125","Slc22a12"
"12126","Slc22a15"
"12127","Slc22a17"
"12128","Slc22a18"
"12129","Slc22a20"
"12130","Slc22a21"
"12131","Slc22a23"
"12132","Slc22a4"
"12133","Slc22a5"
"12134","Slc23a1"
"12135","Slc23a2"
"12136","Slc23a3"
"12137","Slc24a3"
"12138","Slc24a4"
"12139","Slc24a5"
"12140","Slc25a1"
"12141","Slc25a10"
"12142","Slc25a11"
"12143","Slc25a12"
"12144","Slc25a13"
"12145","Slc25a14"
"12146","Slc25a15"
"12147","Slc25a16"
"12148","Slc25a17"
"12149","Slc25a18"
"12150","Slc25a19"
"12151","Slc25a20"
"12152","Slc25a21"
"12153","Slc25a22"
"12154","Slc25a23"
"12155","Slc25a24"
"12156","Slc25a25"
"12157","Slc25a26"
"12158","Slc25a28"
"12159","Slc25a3"
"12160","Slc25a30"
"12161","Slc25a32"
"12162","Slc25a33"
"12163","Slc25a34"
"12164","Slc25a35"
"12165","Slc25a36"
"12166","Slc25a37"
"12167","Slc25a38"
"12168","Slc25a39"
"12169","Slc25a4"
"12170","Slc25a40"
"12171","Slc25a42"
"12172","Slc25a44"
"12173","Slc25a45"
"12174","Slc25a46"
"12175","Slc25a47"
"12176","Slc25a5"
"12177","Slc25a51"
"12178","Slc25a53"
"12179","Slc26a11"
"12180","Slc26a2"
"12181","Slc26a3"
"12182","Slc26a4"
"12183","Slc26a6"
"12184","Slc26a8"
"12185","Slc26a9"
"12186","Slc27a1"
"12187","Slc27a2"
"12188","Slc27a3"
"12189","Slc27a4"
"12190","Slc28a2"
"12191","Slc28a3"
"12192","Slc29a1"
"12193","Slc29a3"
"12194","Slc2a1"
"12195","Slc2a10"
"12196","Slc2a12"
"12197","Slc2a13"
"12198","Slc2a3"
"12199","Slc2a6"
"12200","Slc2a8"
"12201","Slc2a9"
"12202","Slc30a1"
"12203","Slc30a4"
"12204","Slc30a5"
"12205","Slc30a6"
"12206","Slc30a7"
"12207","Slc30a9"
"12208","Slc31a1"
"12209","Slc31a2"
"12210","Slc33a1"
"12211","Slc34a2"
"12212","Slc35a1"
"12213","Slc35a2"
"12214","Slc35a3"
"12215","Slc35a4"
"12216","Slc35a5"
"12217","Slc35b1"
"12218","Slc35b2"
"12219","Slc35b3"
"12220","Slc35b4"
"12221","Slc35c1"
"12222","Slc35c2"
"12223","Slc35d1"
"12224","Slc35d2"
"12225","Slc35e1"
"12226","Slc35e2"
"12227","Slc35e3"
"12228","Slc35e4"
"12229","Slc35f2"
"12230","Slc35f3"
"12231","Slc35f5"
"12232","Slc35f6"
"12233","Slc35g1"
"12234","Slc35g2"
"12235","Slc35g3"
"12236","Slc36a1"
"12237","Slc36a2"
"12238","Slc36a4"
"12239","Slc37a1"
"12240","Slc37a2"
"12241","Slc37a3"
"12242","Slc37a4"
"12243","Slc38a1"
"12244","Slc38a10"
"12245","Slc38a11"
"12246","Slc38a2"
"12247","Slc38a4"
"12248","Slc38a6"
"12249","Slc38a7"
"12250","Slc38a9"
"12251","Slc39a1"
"12252","Slc39a10"
"12253","Slc39a11"
"12254","Slc39a13"
"12255","Slc39a14"
"12256","Slc39a3"
"12257","Slc39a4"
"12258","Slc39a6"
"12259","Slc39a8"
"12260","Slc39a9"
"12261","Slc3a2"
"12262","Slc40a1"
"12263","Slc41a1"
"12264","Slc41a2"
"12265","Slc43a1"
"12266","Slc43a2"
"12267","Slc43a3"
"12268","Slc44a1"
"12269","Slc44a2"
"12270","Slc44a3"
"12271","Slc44a4"
"12272","Slc44a5"
"12273","Slc45a3"
"12274","Slc45a4"
"12275","Slc46a1"
"12276","Slc46a2"
"12277","Slc46a3"
"12278","Slc48a1"
"12279","Slc4a1"
"12280","Slc4a11"
"12281","Slc4a1ap"
"12282","Slc4a2"
"12283","Slc4a3"
"12284","Slc4a4"
"12285","Slc4a5"
"12286","Slc4a7"
"12287","Slc4a8"
"12288","Slc50a1"
"12289","Slc52a2"
"12290","Slc52a3"
"12291","Slc5a1"
"12292","Slc5a12"
"12293","Slc5a3"
"12294","Slc5a9"
"12295","Slc6a11"
"12296","Slc6a13"
"12297","Slc6a14"
"12298","Slc6a15"
"12299","Slc6a2"
"12300","Slc6a20a"
"12301","Slc6a4"
"12302","Slc6a6"
"12303","Slc6a8"
"12304","Slc6a9"
"12305","Slc7a1"
"12306","Slc7a11"
"12307","Slc7a2"
"12308","Slc7a3"
"12309","Slc7a4"
"12310","Slc7a5"
"12311","Slc7a6"
"12312","Slc7a6os"
"12313","Slc7a7"
"12314","Slc7a8"
"12315","Slc8a1"
"12316","Slc8b1"
"12317","Slc9a1"
"12318","Slc9a2"
"12319","Slc9a3r1"
"12320","Slc9a3r2"
"12321","Slc9a4"
"12322","Slc9a5"
"12323","Slc9a6"
"12324","Slc9a7"
"12325","Slc9a8"
"12326","Slc9a9"
"12327","Slco1a5"
"12328","Slco2a1"
"12329","Slco2b1"
"12330","Slco3a1"
"12331","Slco4a1"
"12332","Slco4c1"
"12333","Slfn1"
"12334","Slfn14"
"12335","Slfn2"
"12336","Slfn3"
"12337","Slfn4"
"12338","Slfn5"
"12339","Slfn8"
"12340","Slfn9"
"12341","Slirp"
"12342","Slit2"
"12343","Slit3"
"12344","Slitrk4"
"12345","Slitrk6"
"12346","Slk"
"12347","Slmap"
"12348","Slmo2"
"12349","Slpi"
"12350","Sltm"
"12351","Slu7"
"12352","Slurp1"
"12353","Slx1b"
"12354","Slx4"
"12355","Slx4ip"
"12356","Smad1"
"12357","Smad2"
"12358","Smad3"
"12359","Smad4"
"12360","Smad5"
"12361","Smad6"
"12362","Smad7"
"12363","Smad9"
"12364","Smagp"
"12365","Smap1"
"12366","Smap2"
"12367","Smarca2"
"12368","Smarca4"
"12369","Smarca5"
"12370","Smarcad1"
"12371","Smarcal1"
"12372","Smarcb1"
"12373","Smarcc1"
"12374","Smarcc2"
"12375","Smarcd1"
"12376","Smarcd2"
"12377","Smarcd3"
"12378","Smarce1"
"12379","Smc1a"
"12380","Smc2"
"12381","Smc3"
"12382","Smc4"
"12383","Smc5"
"12384","Smc6"
"12385","Smchd1"
"12386","Smco4"
"12387","Smcr8"
"12388","Smdt1"
"12389","Smek1"
"12390","Smek2"
"12391","Smg1"
"12392","Smg5"
"12393","Smg6"
"12394","Smg7"
"12395","Smg8"
"12396","Smg9"
"12397","Smim1"
"12398","Smim11"
"12399","Smim12"
"12400","Smim13"
"12401","Smim14"
"12402","Smim15"
"12403","Smim19"
"12404","Smim20"
"12405","Smim22"
"12406","Smim3"
"12407","Smim4"
"12408","Smim5"
"12409","Smim6"
"12410","Smim7"
"12411","Smim8"
"12412","Smn1"
"12413","Smndc1"
"12414","Smo"
"12415","Smoc1"
"12416","Smox"
"12417","Smpd1"
"12418","Smpd2"
"12419","Smpd3"
"12420","Smpd4"
"12421","Smpd5"
"12422","Smpdl3a"
"12423","Smpdl3b"
"12424","Sms"
"12425","Smtn"
"12426","Smtnl1"
"12427","Smtnl2"
"12428","Smu1"
"12429","Smug1"
"12430","Smurf1"
"12431","Smurf2"
"12432","Smyd2"
"12433","Smyd3"
"12434","Smyd4"
"12435","Smyd5"
"12436","Snai1"
"12437","Snai2"
"12438","Snai3"
"12439","Snap23"
"12440","Snap29"
"12441","Snap47"
"12442","Snapc1"
"12443","Snapc2"
"12444","Snapc3"
"12445","Snapc4"
"12446","Snapc5"
"12447","Snapin"
"12448","Snca"
"12449","Sncaip"
"12450","Sncg"
"12451","Snd1"
"12452","Sned1"
"12453","Snf8"
"12454","Snhg1"
"12455","Snhg11"
"12456","Snhg12"
"12457","Snhg3"
"12458","Snhg4"
"12459","Snhg5"
"12460","Snhg6"
"12461","Snhg7"
"12462","Snhg9"
"12463","Snip1"
"12464","Snn"
"12465","Snora24"
"12466","Snora2b"
"12467","Snora31"
"12468","Snora34"
"12469","Snora68"
"12470","Snora73b"
"12471","Snord100"
"12472","Snord104"
"12473","Snord118"
"12474","Snord13"
"12475","Snord17"
"12476","Snord35a"
"12477","Snord35b"
"12478","Snord42a"
"12479","Snord42b"
"12480","Snord49a"
"12481","Snord49b"
"12482","Snord4a"
"12483","Snord55"
"12484","Snord65"
"12485","Snord69"
"12486","Snord7"
"12487","Snord72"
"12488","Snord87"
"12489","Snrk"
"12490","Snrnp200"
"12491","Snrnp25"
"12492","Snrnp27"
"12493","Snrnp35"
"12494","Snrnp40"
"12495","Snrnp48"
"12496","Snrnp70"
"12497","Snrpa"
"12498","Snrpa1"
"12499","Snrpb"
"12500","Snrpb2"
"12501","Snrpc"
"12502","Snrpd1"
"12503","Snrpd2"
"12504","Snrpd3"
"12505","Snrpe"
"12506","Snrpf"
"12507","Snrpg"
"12508","Snrpn"
"12509","Snta1"
"12510","Sntb1"
"12511","Sntb2"
"12512","Sntn"
"12513","Snupn"
"12514","Snw1"
"12515","Snx1"
"12516","Snx10"
"12517","Snx11"
"12518","Snx12"
"12519","Snx13"
"12520","Snx14"
"12521","Snx15"
"12522","Snx16"
"12523","Snx17"
"12524","Snx18"
"12525","Snx19"
"12526","Snx2"
"12527","Snx20"
"12528","Snx21"
"12529","Snx22"
"12530","Snx24"
"12531","Snx25"
"12532","Snx27"
"12533","Snx29"
"12534","Snx3"
"12535","Snx30"
"12536","Snx33"
"12537","Snx4"
"12538","Snx5"
"12539","Snx6"
"12540","Snx7"
"12541","Snx8"
"12542","Snx9"
"12543","Soat1"
"12544","Soat2"
"12545","Sobp"
"12546","Socs1"
"12547","Socs2"
"12548","Socs3"
"12549","Socs4"
"12550","Socs5"
"12551","Socs6"
"12552","Socs7"
"12553","Sod1"
"12554","Sod2"
"12555","Sod3"
"12556","Soga1"
"12557","Soga2"
"12558","Son"
"12559","Sorbs1"
"12560","Sorbs2"
"12561","Sorbs3"
"12562","Sorcs2"
"12563","Sord"
"12564","Sorl1"
"12565","Sort1"
"12566","Sos1"
"12567","Sos2"
"12568","Sowaha"
"12569","Sowahc"
"12570","Sox11"
"12571","Sox12"
"12572","Sox13"
"12573","Sox15"
"12574","Sox17"
"12575","Sox18"
"12576","Sox2"
"12577","Sox2ot"
"12578","Sox4"
"12579","Sox5"
"12580","Sox7"
"12581","Sox9"
"12582","Sp1"
"12583","Sp100"
"12584","Sp110"
"12585","Sp140"
"12586","Sp2"
"12587","Sp3"
"12588","Sp4"
"12589","Sp9"
"12590","Spa17"
"12591","Spag1"
"12592","Spag16"
"12593","Spag17"
"12594","Spag5"
"12595","Spag6"
"12596","Spag7"
"12597","Spag8"
"12598","Spag9"
"12599","Sparc"
"12600","Sparcl1"
"12601","Spast"
"12602","Spata1"
"12603","Spata13"
"12604","Spata17"
"12605","Spata18"
"12606","Spata2"
"12607","Spata24"
"12608","Spata2l"
"12609","Spata33"
"12610","Spata5"
"12611","Spata5l1"
"12612","Spata6"
"12613","Spata7"
"12614","Spatc1"
"12615","Spats2"
"12616","Spats2l"
"12617","Spc24"
"12618","Spc25"
"12619","Spcs1"
"12620","Spcs2"
"12621","Spcs3"
"12622","Spdl1"
"12623","Specc1"
"12624","Specc1l"
"12625","Speer4c"
"12626","Speer4d"
"12627","Spef1"
"12628","Spef2"
"12629","Speg"
"12630","Spen"
"12631","Spg11"
"12632","Spg20"
"12633","Spg21"
"12634","Spg7"
"12635","Sphk1"
"12636","Sphk2"
"12637","Spi1"
"12638","Spib"
"12639","Spic"
"12640","Spice1"
"12641","Spidr"
"12642","Spin1"
"12643","Spin2c"
"12644","Spin4"
"12645","Spink10"
"12646","Spink2"
"12647","Spink5"
"12648","Spint1"
"12649","Spint2"
"12650","Spire1"
"12651","Spire2"
"12652","Spn"
"12653","Spns1"
"12654","Spns2"
"12655","Spns3"
"12656","Spo11"
"12657","Spock2"
"12658","Spon1"
"12659","Spop"
"12660","Spopl"
"12661","Spp1"
"12662","Sppl2a"
"12663","Sppl2b"
"12664","Sppl3"
"12665","Spr"
"12666","Spred1"
"12667","Spred2"
"12668","Spred3"
"12669","Spry1"
"12670","Spry2"
"12671","Spry4"
"12672","Spryd3"
"12673","Spryd4"
"12674","Spryd7"
"12675","Spsb1"
"12676","Spsb2"
"12677","Spsb3"
"12678","Spsb4"
"12679","Spta1"
"12680","Sptan1"
"12681","Sptbn1"
"12682","Sptlc1"
"12683","Sptlc2"
"12684","Sptlc3"
"12685","Sptssa"
"12686","Sptssb"
"12687","Spty2d1"
"12688","Sqle"
"12689","Sqrdl"
"12690","Sqstm1"
"12691","Sra1"
"12692","Srbd1"
"12693","Src"
"12694","Srcap"
"12695","Srcin1"
"12696","Srcrb4d"
"12697","Srd5a3"
"12698","Srebf1"
"12699","Srebf2"
"12700","Srek1"
"12701","Srek1ip1"
"12702","Srf"
"12703","Srfbp1"
"12704","Srgap1"
"12705","Srgap2"
"12706","Srgn"
"12707","Sri"
"12708","Srm"
"12709","Srms"
"12710","Srp14"
"12711","Srp19"
"12712","Srp54c"
"12713","Srp68"
"12714","Srp72"
"12715","Srp9"
"12716","Srpk1"
"12717","Srpk2"
"12718","Srpk3"
"12719","Srpr"
"12720","Srprb"
"12721","Srr"
"12722","Srrd"
"12723","Srrm1"
"12724","Srrm2"
"12725","Srrm3"
"12726","Srrm4"
"12727","Srrt"
"12728","Srsf1"
"12729","Srsf10"
"12730","Srsf11"
"12731","Srsf2"
"12732","Srsf3"
"12733","Srsf4"
"12734","Srsf5"
"12735","Srsf6"
"12736","Srsf7"
"12737","Srsf9"
"12738","Srxn1"
"12739","Ss18"
"12740","Ss18l1"
"12741","Ssb"
"12742","Ssbp1"
"12743","Ssbp2"
"12744","Ssbp3"
